video_id,title,url,views,duration,publishedAt
RBD6lmccekA,EASY & QUICK STIR-FRIED CHICKEN BREAST RECIPE #cooking #chinesefood #chickenrecipe #chickenbreast,https://www.youtube.com/watch?v=RBD6lmccekA,1953087,PT25S,2023-04-03T12:00:25Z
gVMWv3vbrQc,One Pan Chicken & Potatoes | FeelGoodFoodie,https://www.youtube.com/watch?v=gVMWv3vbrQc,25480839,PT25S,2023-09-25T01:43:25Z
29NFFYP6ETY,"Day 5: 1 week of healthy, easy meals #shorts",https://www.youtube.com/watch?v=29NFFYP6ETY,1143698,PT26S,2023-04-03T21:46:24Z
2NFtEisTAQQ,"This recipe will blow your mind, you’ll never have salads any other way. Made a masterpiece #recipe",https://www.youtube.com/watch?v=2NFtEisTAQQ,8518108,PT42S,2024-10-19T16:21:35Z
b_LWkDNIZao,"High Protein, Low carb, Easy Lunch",https://www.youtube.com/watch?v=b_LWkDNIZao,412488,PT41S,2025-01-13T12:53:15Z
lxx40NF-3GE,Loaded with veggies #shorts #recipe #plantbased #vegan,https://www.youtube.com/watch?v=lxx40NF-3GE,2359640,PT21S,2024-02-06T19:13:57Z
whmmLF2-ldg,What this dietitian eats for breakfast,https://www.youtube.com/watch?v=whmmLF2-ldg,10132943,PT24S,2022-01-27T17:33:56Z
hwjaSZeNiRA,I ate this almost daily when I was in Uni,https://www.youtube.com/watch?v=hwjaSZeNiRA,9351306,PT42S,2024-07-02T18:17:30Z
LxNo-c0iHw8,Healthy 15 Minute Lunch (cool people only),https://www.youtube.com/watch?v=LxNo-c0iHw8,9484429,PT45S,2022-11-14T16:46:54Z
dDLRaiocb_k,Healthy Meals That Don't Suck,https://www.youtube.com/watch?v=dDLRaiocb_k,21967085,PT57S,2023-01-18T16:59:59Z
KiVmaYyfEsA,Healthy & High Protein Breakfast Meal Prep Idea #highprotein #mealprep #healthyrecipes,https://www.youtube.com/watch?v=KiVmaYyfEsA,9158284,PT22S,2023-09-12T20:39:41Z
