video_id,title,url,views,duration,publishedAt
2Bv3pdZpzpo,Special Relativity always makes everything more complicated!,https://www.youtube.com/watch?v=2Bv3pdZpzpo,1018914,PT33S,2024-11-14T15:00:01Z
6Jdrljbi6wg,Time Dilation,https://www.youtube.com/watch?v=6Jdrljbi6wg,901853,PT52S,2024-05-29T12:00:11Z
e5GBM-MEKzo,How Does Gravity Really Work? | Explained in 48 Seconds.,https://www.youtube.com/watch?v=e5GBM-MEKzo,4894105,PT1M,2024-11-04T13:50:49Z
XMOPwcR8mR8,Einstein's E=mc2 explained in 30 seconds #physics #shorts #youtubechamps,https://www.youtube.com/watch?v=XMOPwcR8mR8,70116,PT38S,2024-08-17T06:00:15Z
iAtBRc4Nv0c,What is Gravity? Explanation with space fabric #astronomy #space #earth @SASF2023,https://www.youtube.com/watch?v=iAtBRc4Nv0c,179289,PT57S,2024-02-16T14:55:29Z
vCJgO391uKI,Inclined Planes in Physics #Physics #Shorts,https://www.youtube.com/watch?v=vCJgO391uKI,34805,PT1M,2021-07-30T03:04:31Z
AbnMs8-Pg-s,conservation of energy| 3D Animation #shorts,https://www.youtube.com/watch?v=AbnMs8-Pg-s,190544,PT44S,2023-02-22T12:01:18Z
YBAK9E9FM_M,Moment of Inertia and Angular velocity Demonstration #physics,https://www.youtube.com/watch?v=YBAK9E9FM_M,2838303,PT33S,2022-12-07T05:18:02Z
xo-2RmZNNwU,Weightlessness during freefall #gravity #physics,https://www.youtube.com/watch?v=xo-2RmZNNwU,8553146,PT22S,2022-12-01T05:23:22Z
0a3ak93ejm0,Einstein's theory of gravity and Newton's apple story #astrophysics,https://www.youtube.com/watch?v=0a3ak93ejm0,829478,PT47S,2023-11-14T15:49:27Z
UJHvvYN-B3g,How Gravity Works On Each Planet 😲,https://www.youtube.com/watch?v=UJHvvYN-B3g,8753030,PT26S,2024-12-09T17:05:00Z
qGj0MfwbL-Q,how gravity works..? #physics #shorts,https://www.youtube.com/watch?v=qGj0MfwbL-Q,4078378,PT51S,2025-04-17T03:19:52Z
NXi4EiZsxsk,How Does Gravity Really Work? | Explained in 48 Seconds.,https://www.youtube.com/watch?v=NXi4EiZsxsk,8681979,PT59S,2024-05-07T10:43:30Z
M-Wzbp2iPvU,Gravity Defying Beads,https://www.youtube.com/watch?v=M-Wzbp2iPvU,44404373,PT31S,2023-07-03T15:31:38Z
ISUPZmjAWlQ,How The Gravity-Defying Lean Worked 😏,https://www.youtube.com/watch?v=ISUPZmjAWlQ,37595130,PT25S,2025-08-10T19:00:14Z
70XMMgdePMY,Prediction of Gravitational Waves 🤯 w/ Neil deGrasse Tyson,https://www.youtube.com/watch?v=70XMMgdePMY,9695163,PT1M,2025-02-21T16:05:08Z
80kpS7V5f4w,How Zero Gravity Planes Work,https://www.youtube.com/watch?v=80kpS7V5f4w,14173232,PT47S,2025-07-16T18:26:02Z
pZEHCl0r-jI,Artificial Gravity is weird!,https://www.youtube.com/watch?v=pZEHCl0r-jI,1284166,PT43S,2023-09-04T17:59:55Z
